series,pcgs_id,name,designation,mint_type
Barber Dime (1892-1916),4875,1892,PR,PR
Barber Dime (1892-1916),84875,1892,CAM,PR
Barber Dime (1892-1916),94875,1892,DCAM,PR
Barber Dime (1892-1916),4877,1893,PR,PR
Barber Dime (1892-1916),84877,1893,CAM,PR
Barber Dime (1892-1916),94877,1893,DCAM,PR
Barber Dime (1892-1916),4878,1894,PR,PR
Barber Dime (1892-1916),84878,1894,CAM,PR
Barber Dime (1892-1916),94878,1894,DCAM,PR
Barber Dime (1892-1916),4879,1895,PR,PR
Barber Dime (1892-1916),84879,1895,CAM,PR
Barber Dime (1892-1916),94879,1895,DCAM,PR
Barber Dime (1892-1916),4880,1896,PR,PR
Barber Dime (1892-1916),84880,1896,CAM,PR
Barber Dime (1892-1916),94880,1896,DCAM,PR
Barber Dime (1892-1916),4881,1897,PR,PR
Barber Dime (1892-1916),84881,1897,CAM,PR
Barber Dime (1892-1916),94881,1897,DCAM,PR
Barber Dime (1892-1916),4882,1898,PR,PR
Barber Dime (1892-1916),84882,1898,CAM,PR
Barber Dime (1892-1916),94882,1898,DCAM,PR
Barber Dime (1892-1916),4883,1899,PR,PR
Barber Dime (1892-1916),84883,1899,CAM,PR
Barber Dime (1892-1916),94883,1899,DCAM,PR
Barber Dime (1892-1916),4884,1900,PR,PR
Barber Dime (1892-1916),84884,1900,CAM,PR
Barber Dime (1892-1916),94884,1900,DCAM,PR
Barber Dime (1892-1916),4885,1901,PR,PR
Barber Dime (1892-1916),84885,1901,CAM,PR
Barber Dime (1892-1916),94885,1901,DCAM,PR
Barber Dime (1892-1916),4886,1902,PR,PR
Barber Dime (1892-1916),84886,1902,CAM,PR
Barber Dime (1892-1916),4887,1903,PR,PR
Barber Dime (1892-1916),84887,1903,CAM,PR
Barber Dime (1892-1916),4888,1904,PR,PR
Barber Dime (1892-1916),84888,1904,CAM,PR
Barber Dime (1892-1916),4889,1905,PR,PR
Barber Dime (1892-1916),84889,1905,CAM,PR
Barber Dime (1892-1916),94889,1905,DCAM,PR
Barber Dime (1892-1916),4890,1906,PR,PR
Barber Dime (1892-1916),84890,1906,CAM,PR
Barber Dime (1892-1916),94890,1906,DCAM,PR
Barber Dime (1892-1916),4891,1907,PR,PR
Barber Dime (1892-1916),84891,1907,CAM,PR
Barber Dime (1892-1916),94891,1907,DCAM,PR
Barber Dime (1892-1916),4892,1908,PR,PR
Barber Dime (1892-1916),84892,1908,CAM,PR
Barber Dime (1892-1916),4893,1909,PR,PR
Barber Dime (1892-1916),84893,1909,CAM,PR
Barber Dime (1892-1916),4894,1910,PR,PR
Barber Dime (1892-1916),84894,1910,CAM,PR
Barber Dime (1892-1916),94894,1910,DCAM,PR
Barber Dime (1892-1916),4895,1911,PR,PR
Barber Dime (1892-1916),84895,1911,CAM,PR
Barber Dime (1892-1916),94895,1911,DCAM,PR
Barber Dime (1892-1916),4896,1912,PR,PR
Barber Dime (1892-1916),84896,1912,CAM,PR
Barber Dime (1892-1916),4897,1913,PR,PR
Barber Dime (1892-1916),84897,1913,CAM,PR
Barber Dime (1892-1916),4898,1914,PR,PR
Barber Dime (1892-1916),84898,1914,CAM,PR
Barber Dime (1892-1916),4899,1915,PR,PR
Barber Dime (1892-1916),84899,1915,CAM,PR
Barber Dime (1892-1916),4805,1894-S 10 known,BM,PR
