series,pcgs_id,name,designation,mint_type
Lincoln Cent (Modern) (1959 to Date),3386,1959,RD,PR
Lincoln Cent (Modern) (1959 to Date),83386,1959,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93386,1959,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3388,1960 Large Date,RB,PR
Lincoln Cent (Modern) (1959 to Date),3389,1960 Large Date,RD,PR
Lincoln Cent (Modern) (1959 to Date),83389,1960 Large Date,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93389,1960 Large Date,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3392,1960 Small Date,RD,PR
Lincoln Cent (Modern) (1959 to Date),83392,1960 Small Date,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93392,1960 Small Date,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3410,1960 Large/Small Date,RD,PR
Lincoln Cent (Modern) (1959 to Date),83410,1960 Large/Small Date,CAM,PR
Lincoln Cent (Modern) (1959 to Date),3411,1960 Small/Large Date,BN,PR
Lincoln Cent (Modern) (1959 to Date),3412,1960 Small/Large Date,RB,PR
Lincoln Cent (Modern) (1959 to Date),3413,1960 Small/Large Date,RD,PR
Lincoln Cent (Modern) (1959 to Date),83413,1960 Small/Large Date,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93413,1960 Small/Large Date,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3395,1961,RD,PR
Lincoln Cent (Modern) (1959 to Date),83395,1961,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93395,1961,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3398,1962,RD,PR
Lincoln Cent (Modern) (1959 to Date),83398,1962,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93398,1962,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3401,1963,RD,PR
Lincoln Cent (Modern) (1959 to Date),83401,1963,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93401,1963,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3404,1964,RD,PR
Lincoln Cent (Modern) (1959 to Date),83404,1964,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93404,1964,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3417,1968-S,BN,PR
Lincoln Cent (Modern) (1959 to Date),3418,1968-S,RB,PR
Lincoln Cent (Modern) (1959 to Date),3419,1968-S,RD,PR
Lincoln Cent (Modern) (1959 to Date),83419,1968-S,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93419,1968-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3422,1969-S,RD,PR
Lincoln Cent (Modern) (1959 to Date),83422,1969-S,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93422,1969-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3424,1970-S Small Date,BN,PR
Lincoln Cent (Modern) (1959 to Date),3425,1970-S Small Date,RB,PR
Lincoln Cent (Modern) (1959 to Date),3426,1970-S Small Date,RD,PR
Lincoln Cent (Modern) (1959 to Date),83426,1970-S Small Date,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93426,1970-S Small Date,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3430,1970-S Large Date,RD,PR
Lincoln Cent (Modern) (1959 to Date),83430,1970-S Large Date,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93430,1970-S Large Date,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),38182,1970-S DDO FS-102 LD/SD,RB,PR
Lincoln Cent (Modern) (1959 to Date),38192,1970-S LD TDO FS-107,RB,PR
Lincoln Cent (Modern) (1959 to Date),38187,1970-S LD DDO FS-113,RB,PR
Lincoln Cent (Modern) (1959 to Date),3434,1971-S,RD,PR
Lincoln Cent (Modern) (1959 to Date),83434,1971-S,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93434,1971-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),3546,1971-S Doubled Die Obverse,BN,PR
Lincoln Cent (Modern) (1959 to Date),3547,1971-S Doubled Die Obverse,RB,PR
Lincoln Cent (Modern) (1959 to Date),3548,1971-S Doubled Die Obverse,RD,PR
Lincoln Cent (Modern) (1959 to Date),83548,1971-S Doubled Die Obverse,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93548,1971-S Doubled Die Obverse,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),83437,1972-S,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93437,1972-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),38211,"1972-S DDO FS-101 SRS: R8",RD,PR
Lincoln Cent (Modern) (1959 to Date),83440,1973-S,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93440,1973-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),83443,1974-S,CAM,PR
Lincoln Cent (Modern) (1959 to Date),93443,1974-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),93446,1975-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),93449,1976-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),93452,1977-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),93455,1978-S,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),93458,1979-S Type 1,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),93461,1979-S Type 2,DCAM,PR
Lincoln Cent (Modern) (1959 to Date),93464,1980-S,DCAM,PR
