series,pcgs_id,name,designation,mint_type
Liberty Seated Dollar (1836-1873),6926,1840,MS,MS
Liberty Seated Dollar (1836-1873),6927,1841,MS,MS
Liberty Seated Dollar (1836-1873),6928,1842,MS,MS
Liberty Seated Dollar (1836-1873),6929,1843,MS,MS
Liberty Seated Dollar (1836-1873),6930,1844,MS,MS
Liberty Seated Dollar (1836-1873),6931,1845,MS,MS
Liberty Seated Dollar (1836-1873),6932,1846,MS,MS
Liberty Seated Dollar (1836-1873),6933,1846-O,MS,MS
Liberty Seated Dollar (1836-1873),6934,1847,MS,MS
Liberty Seated Dollar (1836-1873),6935,1848,MS,MS
Liberty Seated Dollar (1836-1873),6936,1849,MS,MS
Liberty Seated Dollar (1836-1873),6937,1850,MS,MS
Liberty Seated Dollar (1836-1873),6938,1850-O,MS,MS
Liberty Seated Dollar (1836-1873),6939,1851,MS,MS
Liberty Seated Dollar (1836-1873),6940,1852,MS,MS
Liberty Seated Dollar (1836-1873),6941,1853,MS,MS
Liberty Seated Dollar (1836-1873),6942,1854,MS,MS
Liberty Seated Dollar (1836-1873),6943,1855,MS,MS
Liberty Seated Dollar (1836-1873),6944,1856,MS,MS
Liberty Seated Dollar (1836-1873),6945,1857,MS,MS
Liberty Seated Dollar (1836-1873),86945,1857,PL,MS
Liberty Seated Dollar (1836-1873),6946,1859,MS,MS
Liberty Seated Dollar (1836-1873),6947,1859-O,MS,MS
Liberty Seated Dollar (1836-1873),6948,1859-S,MS,MS
Liberty Seated Dollar (1836-1873),6949,1860,MS,MS
Liberty Seated Dollar (1836-1873),6950,1860-O,MS,MS
Liberty Seated Dollar (1836-1873),6951,1861,MS,MS
Liberty Seated Dollar (1836-1873),6952,1862,MS,MS
Liberty Seated Dollar (1836-1873),6953,1863,MS,MS
Liberty Seated Dollar (1836-1873),6954,1864,MS,MS
Liberty Seated Dollar (1836-1873),6955,1865,MS,MS
Liberty Seated Dollar (1836-1873),6958,Type,MS,MS
Liberty Seated Dollar (1836-1873),6959,1866 Motto,MS,MS
Liberty Seated Dollar (1836-1873),6960,1867,MS,MS
Liberty Seated Dollar (1836-1873),6961,1868,MS,MS
Liberty Seated Dollar (1836-1873),86961,1868,PL,MS
Liberty Seated Dollar (1836-1873),6962,1869,MS,MS
Liberty Seated Dollar (1836-1873),86962,1869,PL,MS
Liberty Seated Dollar (1836-1873),6963,1870,MS,MS
Liberty Seated Dollar (1836-1873),6964,1870-CC,MS,MS
Liberty Seated Dollar (1836-1873),6965,1870-S 12 known,MS,MS
Liberty Seated Dollar (1836-1873),6966,1871,MS,MS
Liberty Seated Dollar (1836-1873),86966,1871,PL,MS
Liberty Seated Dollar (1836-1873),6967,1871-CC,MS,MS
Liberty Seated Dollar (1836-1873),6968,1872,MS,MS
Liberty Seated Dollar (1836-1873),6969,1872-CC,MS,MS
Liberty Seated Dollar (1836-1873),6970,1872-S,MS,MS
Liberty Seated Dollar (1836-1873),6971,1873 Seated,MS,MS
Liberty Seated Dollar (1836-1873),6972,1873-CC Seated,MS,MS
Liberty Seated Dollar (1836-1873),11225,"1836 J-60, Gobrecht Original SRS: R1",PR,PR
Liberty Seated Dollar (1836-1873),11226,"1836 J-60 Original, Medal Alignment SRS: R1",PR,PR
Liberty Seated Dollar (1836-1873),11444,1839 Original 60-75 known,PR,PR
Liberty Seated Dollar (1836-1873),6981,1840 Est. 15-20 known,PR,PR
Liberty Seated Dollar (1836-1873),86981,1840,CAM,PR
Liberty Seated Dollar (1836-1873),6982,1841 Est. 6-10 known,PR,PR
Liberty Seated Dollar (1836-1873),6983,1842 Est. 8-12 known,PR,PR
Liberty Seated Dollar (1836-1873),6984,1843 Est. 10-15 known,PR,PR
Liberty Seated Dollar (1836-1873),86984,1843,CAM,PR
Liberty Seated Dollar (1836-1873),6985,1844 Est. 10-15 known,PR,PR
Liberty Seated Dollar (1836-1873),86985,1844,CAM,PR
Liberty Seated Dollar (1836-1873),6986,"1845 Est, 10-15 known",PR,PR
Liberty Seated Dollar (1836-1873),86986,1845,CAM,PR
Liberty Seated Dollar (1836-1873),6987,1846 Est. 20-30 known,PR,PR
Liberty Seated Dollar (1836-1873),86987,1846,CAM,PR
Liberty Seated Dollar (1836-1873),6988,1847 Est. 15-20 known,PR,PR
Liberty Seated Dollar (1836-1873),6989,1848 Est. 10-15 known,PR,PR
Liberty Seated Dollar (1836-1873),6990,1849 Est. 10-15 known,PR,PR
Liberty Seated Dollar (1836-1873),6991,1850 Est. 30-40 known,PR,PR
Liberty Seated Dollar (1836-1873),86991,1850,CAM,PR
Liberty Seated Dollar (1836-1873),6993,1851 Restrike Est. 40-60 known,PR,PR
Liberty Seated Dollar (1836-1873),86993,1851 Restrike,CAM,PR
Liberty Seated Dollar (1836-1873),96993,1851 Restrike,DCAM,PR
Liberty Seated Dollar (1836-1873),6994,1852 Original Est. 3-5 known,PR,PR
Liberty Seated Dollar (1836-1873),6995,1852 Restrike Est. 30-35 known,PR,PR
Liberty Seated Dollar (1836-1873),86995,1852 Restrike,CAM,PR
Liberty Seated Dollar (1836-1873),6996,1853 Restrike Est. 10-15 known,PR,PR
Liberty Seated Dollar (1836-1873),86996,1853 Restrike,CAM,PR
Liberty Seated Dollar (1836-1873),6997,1854 Est. 40-50 known,PR,PR
Liberty Seated Dollar (1836-1873),86997,1854,CAM,PR
Liberty Seated Dollar (1836-1873),6998,1855 Est. 40-60 known,PR,PR
Liberty Seated Dollar (1836-1873),86998,1855,CAM,PR
Liberty Seated Dollar (1836-1873),6999,1856 Est. 50-75 known,PR,PR
Liberty Seated Dollar (1836-1873),86999,1856,CAM,PR
Liberty Seated Dollar (1836-1873),7000,1857 Est. 50-75 known,PR,PR
Liberty Seated Dollar (1836-1873),87000,1857,CAM,PR
Liberty Seated Dollar (1836-1873),7001,1858,PR,PR
Liberty Seated Dollar (1836-1873),87001,1858,CAM,PR
Liberty Seated Dollar (1836-1873),7002,1859,PR,PR
Liberty Seated Dollar (1836-1873),87002,1859,CAM,PR
Liberty Seated Dollar (1836-1873),97002,1859,DCAM,PR
Liberty Seated Dollar (1836-1873),7003,1860,PR,PR
Liberty Seated Dollar (1836-1873),87003,1860,CAM,PR
Liberty Seated Dollar (1836-1873),97003,1860,DCAM,PR
Liberty Seated Dollar (1836-1873),7004,1861,PR,PR
Liberty Seated Dollar (1836-1873),87004,1861,CAM,PR
Liberty Seated Dollar (1836-1873),7005,1862,PR,PR
Liberty Seated Dollar (1836-1873),87005,1862,CAM,PR
Liberty Seated Dollar (1836-1873),97005,1862,DCAM,PR
Liberty Seated Dollar (1836-1873),7006,1863,PR,PR
Liberty Seated Dollar (1836-1873),87006,1863,CAM,PR
Liberty Seated Dollar (1836-1873),97006,1863,DCAM,PR
Liberty Seated Dollar (1836-1873),7007,1864,PR,PR
Liberty Seated Dollar (1836-1873),87007,1864,CAM,PR
Liberty Seated Dollar (1836-1873),97007,1864,DCAM,PR
Liberty Seated Dollar (1836-1873),7008,1865,PR,PR
Liberty Seated Dollar (1836-1873),87008,1865,CAM,PR
Liberty Seated Dollar (1836-1873),97008,1865,DCAM,PR
Liberty Seated Dollar (1836-1873),7009,1866 No Motto,PR,PR
Liberty Seated Dollar (1836-1873),87009,1866 No Motto,CAM,PR
Liberty Seated Dollar (1836-1873),7014,1866 Motto,PR,PR
Liberty Seated Dollar (1836-1873),87014,1866 Motto,CAM,PR
Liberty Seated Dollar (1836-1873),97014,1866 Motto,DCAM,PR
Liberty Seated Dollar (1836-1873),7015,1867,PR,PR
Liberty Seated Dollar (1836-1873),87015,1867,CAM,PR
Liberty Seated Dollar (1836-1873),97015,1867,DCAM,PR
Liberty Seated Dollar (1836-1873),7016,1868,PR,PR
Liberty Seated Dollar (1836-1873),87016,1868,CAM,PR
Liberty Seated Dollar (1836-1873),97016,1868,DCAM,PR
Liberty Seated Dollar (1836-1873),7017,1869,PR,PR
Liberty Seated Dollar (1836-1873),87017,1869,CAM,PR
Liberty Seated Dollar (1836-1873),97017,1869,DCAM,PR
Liberty Seated Dollar (1836-1873),7018,1870,PR,PR
Liberty Seated Dollar (1836-1873),87018,1870,CAM,PR
Liberty Seated Dollar (1836-1873),97018,1870,DCAM,PR
Liberty Seated Dollar (1836-1873),7019,1871,PR,PR
Liberty Seated Dollar (1836-1873),87019,1871,CAM,PR
Liberty Seated Dollar (1836-1873),97019,1871,DCAM,PR
Liberty Seated Dollar (1836-1873),7020,1872,PR,PR
Liberty Seated Dollar (1836-1873),87020,1872,CAM,PR
Liberty Seated Dollar (1836-1873),97020,1872,DCAM,PR
Liberty Seated Dollar (1836-1873),7021,1873 Seated,PR,PR
Liberty Seated Dollar (1836-1873),87021,1873 Seated,CAM,PR
Liberty Seated Dollar (1836-1873),97021,1873 Seated,DCAM,PR
