series,pcgs_id,name,designation
Braided Hair Cent (1839-1857),1817,1839 Type of 1840,BN
Braided Hair Cent (1839-1857),1818,1839 Type of 1840,RB
Braided Hair Cent (1839-1857),1820,1840 Large Date,BN
Braided Hair Cent (1839-1857),1821,1840 Large Date,RB
Braided Hair Cent (1839-1857),1822,1840 Large Date,RD
Braided Hair Cent (1839-1857),1823,1840 Small Date,BN
Braided Hair Cent (1839-1857),1824,1840 Small Date,RB
Braided Hair Cent (1839-1857),1826,1840 Small/Large 18,BN
Braided Hair Cent (1839-1857),1827,1840 Small/Large 18,RB
Braided Hair Cent (1839-1857),1832,1841,BN
Braided Hair Cent (1839-1857),1833,1841,RB
Braided Hair Cent (1839-1857),1834,1841,RD
Braided Hair Cent (1839-1857),1835,1842 Large Date,BN
Braided Hair Cent (1839-1857),1836,1842 Large Date,RB
Braided Hair Cent (1839-1857),1837,1842 Large Date,RD
Braided Hair Cent (1839-1857),1838,1842 Small Date,BN
Braided Hair Cent (1839-1857),1839,1842 Small Date,RB
Braided Hair Cent (1839-1857),1840,1842 Small Date,RD
Braided Hair Cent (1839-1857),1844,"1843 Petite Head, Small Letters",BN
Braided Hair Cent (1839-1857),1845,"1843 Petite Head, Sm Letters",RB
Braided Hair Cent (1839-1857),1846,"1843 Petite Head, Sm Letters",RD
Braided Hair Cent (1839-1857),1847,"1843 Petite Head, Lg Letters",BN
Braided Hair Cent (1839-1857),1848,"1843 Petite Head, Lg Letters",RB
Braided Hair Cent (1839-1857),1850,1843 Mature Head,BN
Braided Hair Cent (1839-1857),1851,1843 Mature Head,RB
Braided Hair Cent (1839-1857),1856,1844,BN
Braided Hair Cent (1839-1857),1857,1844,RB
Braided Hair Cent (1839-1857),1859,1844/81,BN
Braided Hair Cent (1839-1857),1860,1844/81,RB
Braided Hair Cent (1839-1857),1862,1845,BN
Braided Hair Cent (1839-1857),1863,1845,RB
Braided Hair Cent (1839-1857),1864,1845,RD
Braided Hair Cent (1839-1857),1865,1846 Small Date,BN
Braided Hair Cent (1839-1857),1866,1846 Small Date,RB
Braided Hair Cent (1839-1857),1868,1846 Medium Date,BN
Braided Hair Cent (1839-1857),1869,1846 Medium Date,RB
Braided Hair Cent (1839-1857),1871,1846 Tall Date,BN
Braided Hair Cent (1839-1857),1872,1846 Tall Date,RB
Braided Hair Cent (1839-1857),1877,1847,BN
Braided Hair Cent (1839-1857),1878,1847,RB
Braided Hair Cent (1839-1857),1879,1847,RD
Braided Hair Cent (1839-1857),1880,1847/47 Large/Small 47,BN
Braided Hair Cent (1839-1857),1881,1847/47 Large/Small 47,RB
Braided Hair Cent (1839-1857),1883,1848,BN
Braided Hair Cent (1839-1857),1884,1848,RB
Braided Hair Cent (1839-1857),1885,1848,RD
Braided Hair Cent (1839-1857),1886,1849,BN
Braided Hair Cent (1839-1857),1887,1849,RB
Braided Hair Cent (1839-1857),1888,1849,RD
Braided Hair Cent (1839-1857),1889,1850,BN
Braided Hair Cent (1839-1857),1890,1850,RB
Braided Hair Cent (1839-1857),1891,1850,RD
Braided Hair Cent (1839-1857),1892,1851,BN
Braided Hair Cent (1839-1857),1893,1851,RB
Braided Hair Cent (1839-1857),1894,1851,RD
Braided Hair Cent (1839-1857),1895,1851/81,BN
Braided Hair Cent (1839-1857),1896,1851/81,RB
Braided Hair Cent (1839-1857),1897,1851/81,RD
Braided Hair Cent (1839-1857),1898,1852,BN
Braided Hair Cent (1839-1857),1899,1852,RB
Braided Hair Cent (1839-1857),1900,1852,RD
Braided Hair Cent (1839-1857),1901,1853,BN
Braided Hair Cent (1839-1857),1902,1853,RB
Braided Hair Cent (1839-1857),1903,1853,RD
Braided Hair Cent (1839-1857),1904,"1854 SRS: R3",BN
Braided Hair Cent (1839-1857),1905,1854,RB
Braided Hair Cent (1839-1857),1906,1854,RD
Braided Hair Cent (1839-1857),1907,1855 Upright 55,BN
Braided Hair Cent (1839-1857),1908,1855 Upright 55,RB
Braided Hair Cent (1839-1857),1909,1855 Upright 55,RD
Braided Hair Cent (1839-1857),1910,1855 Slanted 55,BN
Braided Hair Cent (1839-1857),1911,1855 Slanted 55,RB
Braided Hair Cent (1839-1857),1912,1855 Slanted 55,RD
Braided Hair Cent (1839-1857),1913,1855 Knob on Ear,BN
Braided Hair Cent (1839-1857),1914,1855 Knob on Ear,RB
Braided Hair Cent (1839-1857),1915,1855 Knob on Ear,RD
Braided Hair Cent (1839-1857),1919,1856 Upright 5,BN
Braided Hair Cent (1839-1857),1920,1856 Upright 5,RB
Braided Hair Cent (1839-1857),1921,1856 Upright 5,RD
Braided Hair Cent (1839-1857),1922,1856 Slanted 5,BN
Braided Hair Cent (1839-1857),1923,1856 Slanted 5,RB
Braided Hair Cent (1839-1857),1924,1856 Slanted 5,RD
Braided Hair Cent (1839-1857),1928,1857 Large Date,BN
Braided Hair Cent (1839-1857),1929,1857 Large Date,RB
Braided Hair Cent (1839-1857),1930,1857 Large Date,RD
Braided Hair Cent (1839-1857),1931,1857 Small Date,BN
Braided Hair Cent (1839-1857),1932,1857 Small Date,RB
Braided Hair Cent (1839-1857),1933,1857 Small Date,RD
