series,pcgs_id,name,designation,mint_type
Liberty Head $5 (1839-1908),8191,1839,MS,MS
Liberty Head $5 (1839-1908),8192,1839-C,MS,MS
Liberty Head $5 (1839-1908),8193,1839-D,MS,MS
Liberty Head $5 (1839-1908),8194,1840,MS,MS
Liberty Head $5 (1839-1908),908659,1840 Broad Mill,PL,MS
Liberty Head $5 (1839-1908),8196,1840-C,MS,MS
Liberty Head $5 (1839-1908),8198,1840-D Tall D,MS,MS
Liberty Head $5 (1839-1908),8199,1840-D Small D,MS,MS
Liberty Head $5 (1839-1908),8200,1840-O,MS,MS
Liberty Head $5 (1839-1908),8202,1841,MS,MS
Liberty Head $5 (1839-1908),8203,1841-C,MS,MS
Liberty Head $5 (1839-1908),8204,1841-D Small D,MS,MS
Liberty Head $5 (1839-1908),98204,1841-D Tall D,MS,MS
Liberty Head $5 (1839-1908),8206,1842 Large Letters,MS,MS
Liberty Head $5 (1839-1908),8207,1842 Small Letters,MS,MS
Liberty Head $5 (1839-1908),8208,1842-C Small Date less than 100 known,MS,MS
Liberty Head $5 (1839-1908),8209,1842-C Large Date,MS,MS
Liberty Head $5 (1839-1908),8210,1842-D Small Date,MS,MS
Liberty Head $5 (1839-1908),8211,1842-D Large Date less than 100 known,MS,MS
Liberty Head $5 (1839-1908),8212,1842-O less than 100 known,MS,MS
Liberty Head $5 (1839-1908),8213,1843,MS,MS
Liberty Head $5 (1839-1908),8214,1843-C,MS,MS
Liberty Head $5 (1839-1908),8215,1843-D Medium D,MS,MS
Liberty Head $5 (1839-1908),98215,1843-D Small D,MS,MS
Liberty Head $5 (1839-1908),8216,1843-O Large Letters,MS,MS
Liberty Head $5 (1839-1908),8217,1843-O Small Letters,MS,MS
Liberty Head $5 (1839-1908),8219,1844,MS,MS
Liberty Head $5 (1839-1908),8220,1844-C,MS,MS
Liberty Head $5 (1839-1908),8221,1844-D,MS,MS
Liberty Head $5 (1839-1908),8222,1844-O,MS,MS
Liberty Head $5 (1839-1908),8223,1845,MS,MS
Liberty Head $5 (1839-1908),8224,1845-D,MS,MS
Liberty Head $5 (1839-1908),8225,1845-O,MS,MS
Liberty Head $5 (1839-1908),8226,1846 Large Date,MS,MS
Liberty Head $5 (1839-1908),88226,1846 Small Date,MS,MS
Liberty Head $5 (1839-1908),8227,1846-C,MS,MS
Liberty Head $5 (1839-1908),8228,1846-D,MS,MS
Liberty Head $5 (1839-1908),8229,1846-D/D,MS,MS
Liberty Head $5 (1839-1908),8230,1846-O,MS,MS
Liberty Head $5 (1839-1908),8231,1847,MS,MS
Liberty Head $5 (1839-1908),8232,"1847 MPD, 7 in Denticles",MS,MS
Liberty Head $5 (1839-1908),8233,1847-C,MS,MS
Liberty Head $5 (1839-1908),8234,1847-D,MS,MS
Liberty Head $5 (1839-1908),8235,1847-O 50 to 60 known,MS,MS
Liberty Head $5 (1839-1908),8236,1848,MS,MS
Liberty Head $5 (1839-1908),88236,1848,PL,MS
Liberty Head $5 (1839-1908),8237,1848-C,MS,MS
Liberty Head $5 (1839-1908),8238,1848-D,MS,MS
Liberty Head $5 (1839-1908),8239,1848-D/D,MS,MS
Liberty Head $5 (1839-1908),8240,1849,MS,MS
Liberty Head $5 (1839-1908),8241,1849-C,MS,MS
