series,pcgs_id,name,designation,mint_type
Jefferson Nickel (1938 to Date),4175,1938,PR,PR
Jefferson Nickel (1938 to Date),84175,1938,CAM,PR
Jefferson Nickel (1938 to Date),4176,1939 Reverse of 1938,PR,PR
Jefferson Nickel (1938 to Date),94176,1939 Reverse of 1940,PR,PR
Jefferson Nickel (1938 to Date),38532,1939 Reverse of 1940,CAM,PR
Jefferson Nickel (1938 to Date),4177,1940 Reverse of 1940,PR,PR
Jefferson Nickel (1938 to Date),84177,1940 Reverse of 1940,CAM,PR
Jefferson Nickel (1938 to Date),94177,1940 Reverse of 1938,PR,PR
Jefferson Nickel (1938 to Date),4178,1941,PR,PR
Jefferson Nickel (1938 to Date),4179,1942 Type 1 Nickel,PR,PR
Jefferson Nickel (1938 to Date),84179,1942 Type 1 Nickel,CAM,PR
Jefferson Nickel (1938 to Date),4182,1950,PR,PR
Jefferson Nickel (1938 to Date),84182,1950,CAM,PR
Jefferson Nickel (1938 to Date),94182,1950,DCAM,PR
Jefferson Nickel (1938 to Date),4183,1951,PR,PR
Jefferson Nickel (1938 to Date),84183,1951,CAM,PR
Jefferson Nickel (1938 to Date),94183,1951,DCAM,PR
Jefferson Nickel (1938 to Date),4184,1952,PR,PR
Jefferson Nickel (1938 to Date),84184,1952,CAM,PR
Jefferson Nickel (1938 to Date),94184,1952,DCAM,PR
Jefferson Nickel (1938 to Date),4185,1953,PR,PR
Jefferson Nickel (1938 to Date),84185,1953,CAM,PR
Jefferson Nickel (1938 to Date),94185,1953,DCAM,PR
Jefferson Nickel (1938 to Date),4186,1954,PR,PR
Jefferson Nickel (1938 to Date),84186,1954,CAM,PR
Jefferson Nickel (1938 to Date),94186,1954,DCAM,PR
Jefferson Nickel (1938 to Date),4187,1955,PR,PR
Jefferson Nickel (1938 to Date),84187,1955,CAM,PR
Jefferson Nickel (1938 to Date),94187,1955,DCAM,PR
Jefferson Nickel (1938 to Date),4188,1956,PR,PR
Jefferson Nickel (1938 to Date),84188,1956,CAM,PR
Jefferson Nickel (1938 to Date),94188,1956,DCAM,PR
Jefferson Nickel (1938 to Date),4189,1957,PR,PR
Jefferson Nickel (1938 to Date),84189,1957,CAM,PR
Jefferson Nickel (1938 to Date),94189,1957,DCAM,PR
Jefferson Nickel (1938 to Date),4190,1958,PR,PR
Jefferson Nickel (1938 to Date),84190,1958,CAM,PR
Jefferson Nickel (1938 to Date),94190,1958,DCAM,PR
Jefferson Nickel (1938 to Date),4191,1959,PR,PR
Jefferson Nickel (1938 to Date),84191,1959,CAM,PR
Jefferson Nickel (1938 to Date),94191,1959,DCAM,PR
Jefferson Nickel (1938 to Date),4192,1960,PR,PR
Jefferson Nickel (1938 to Date),84192,1960,CAM,PR
Jefferson Nickel (1938 to Date),94192,1960,DCAM,PR
Jefferson Nickel (1938 to Date),4193,1961,PR,PR
Jefferson Nickel (1938 to Date),84193,1961,CAM,PR
Jefferson Nickel (1938 to Date),94193,1961,DCAM,PR
Jefferson Nickel (1938 to Date),4194,1962,PR,PR
Jefferson Nickel (1938 to Date),84194,1962,CAM,PR
Jefferson Nickel (1938 to Date),94194,1962,DCAM,PR
Jefferson Nickel (1938 to Date),4195,1963,PR,PR
Jefferson Nickel (1938 to Date),84195,1963,CAM,PR
Jefferson Nickel (1938 to Date),94195,1963,DCAM,PR
Jefferson Nickel (1938 to Date),4196,1964,PR,PR
Jefferson Nickel (1938 to Date),84196,1964,CAM,PR
Jefferson Nickel (1938 to Date),94196,1964,DCAM,PR
Jefferson Nickel (1938 to Date),4180,1942-P Type 2 Silver,PR,PR
Jefferson Nickel (1938 to Date),84180,1942-P Type 2 Silver,CAM,PR
Jefferson Nickel (1938 to Date),94180,1942-P Type 2 Silver,DCAM,PR
Jefferson Nickel (1938 to Date),4200,1968-S,PR,PR
Jefferson Nickel (1938 to Date),84200,1968-S,CAM,PR
Jefferson Nickel (1938 to Date),94200,1968-S,DCAM,PR
Jefferson Nickel (1938 to Date),4201,1969-S,PR,PR
Jefferson Nickel (1938 to Date),84201,1969-S,CAM,PR
Jefferson Nickel (1938 to Date),94201,1969-S,DCAM,PR
Jefferson Nickel (1938 to Date),4202,1970-S,PR,PR
Jefferson Nickel (1938 to Date),84202,1970-S,CAM,PR
Jefferson Nickel (1938 to Date),94202,1970-S,DCAM,PR
Jefferson Nickel (1938 to Date),4203,1971-S,PR,PR
Jefferson Nickel (1938 to Date),84203,1971-S,CAM,PR
Jefferson Nickel (1938 to Date),94203,1971-S,DCAM,PR
Jefferson Nickel (1938 to Date),4204,1971 No S,PR,PR
Jefferson Nickel (1938 to Date),84204,1971 No S,CAM,PR
Jefferson Nickel (1938 to Date),94204,1971 No S,DCAM,PR
Jefferson Nickel (1938 to Date),4205,1972-S,PR,PR
Jefferson Nickel (1938 to Date),84205,1972-S,CAM,PR
Jefferson Nickel (1938 to Date),94205,1972-S,DCAM,PR
Jefferson Nickel (1938 to Date),94206,1973-S,DCAM,PR
Jefferson Nickel (1938 to Date),94207,1974-S,DCAM,PR
Jefferson Nickel (1938 to Date),94208,1975-S,DCAM,PR
Jefferson Nickel (1938 to Date),94209,1976-S,DCAM,PR
Jefferson Nickel (1938 to Date),94210,1977-S,DCAM,PR
Jefferson Nickel (1938 to Date),94211,1978-S,DCAM,PR
Jefferson Nickel (1938 to Date),94212,1979-S Type 1,DCAM,PR
Jefferson Nickel (1938 to Date),94213,1979-S Type 2,DCAM,PR
Jefferson Nickel (1938 to Date),94214,1980-S,DCAM,PR
Jefferson Nickel (1938 to Date),94215,1981-S Type 1,DCAM,PR
Jefferson Nickel (1938 to Date),94216,1981-S Type 2,DCAM,PR
Jefferson Nickel (1938 to Date),94217,1982-S,DCAM,PR
Jefferson Nickel (1938 to Date),94218,1983-S,DCAM,PR
Jefferson Nickel (1938 to Date),94219,1984-S,DCAM,PR
Jefferson Nickel (1938 to Date),94220,1985-S,DCAM,PR
Jefferson Nickel (1938 to Date),94221,1986-S,DCAM,PR
Jefferson Nickel (1938 to Date),94222,1987-S,DCAM,PR
Jefferson Nickel (1938 to Date),94223,1988-S,DCAM,PR
Jefferson Nickel (1938 to Date),94224,1989-S,DCAM,PR
Jefferson Nickel (1938 to Date),94225,1990-S,DCAM,PR
Jefferson Nickel (1938 to Date),94226,1991-S,DCAM,PR
Jefferson Nickel (1938 to Date),94227,1992-S,DCAM,PR
Jefferson Nickel (1938 to Date),94228,1993-S,DCAM,PR
Jefferson Nickel (1938 to Date),94229,1994-S,DCAM,PR
Jefferson Nickel (1938 to Date),94231,1995-S,DCAM,PR
Jefferson Nickel (1938 to Date),94232,1996-S,DCAM,PR
Jefferson Nickel (1938 to Date),94233,1997-S,DCAM,PR
Jefferson Nickel (1938 to Date),94234,1998-S,DCAM,PR
Jefferson Nickel (1938 to Date),94235,1999-S,DCAM,PR
Jefferson Nickel (1938 to Date),94236,2000-S,DCAM,PR
Jefferson Nickel (1938 to Date),94237,2001-S,DCAM,PR
Jefferson Nickel (1938 to Date),94238,2002-S,DCAM,PR
Jefferson Nickel (1938 to Date),94239,2003-S,DCAM,PR
Jefferson Nickel (1938 to Date),94240,2004-S Peace Medal,DCAM,PR
Jefferson Nickel (1938 to Date),94241,2004-S Keel Boat,DCAM,PR
Jefferson Nickel (1938 to Date),94242,2005-S Bison,DCAM,PR
Jefferson Nickel (1938 to Date),94243,2005-S Western Waters,DCAM,PR
Jefferson Nickel (1938 to Date),94246,2006-S Monticello,DCAM,PR
Jefferson Nickel (1938 to Date),150466,2007-S,DCAM,PR
Jefferson Nickel (1938 to Date),394924,2008-S,DCAM,PR
Jefferson Nickel (1938 to Date),407262,2009-S,DCAM,PR
Jefferson Nickel (1938 to Date),418789,2010-S,DCAM,PR
Jefferson Nickel (1938 to Date),505069,2011-S,DCAM,PR
