series,pcgs_id,name,designation,mint_type
Morgan Dollar (1878-1921),7072,1878 8TF,MS,MS
Morgan Dollar (1878-1921),7073,1878 8TF,PL,MS
Morgan Dollar (1878-1921),97073,1878 8TF,DMPL,MS
Morgan Dollar (1878-1921),7078,1878 7/8TF Strong,MS,MS
Morgan Dollar (1878-1921),7079,1878 7/8TF Strong,PL,MS
Morgan Dollar (1878-1921),97079,1878 7/8TF Strong,DMPL,MS
Morgan Dollar (1878-1921),7074,1878 7TF Reverse of 1878,MS,MS
Morgan Dollar (1878-1921),7075,1878 7TF Reverse of 1878,PL,MS
Morgan Dollar (1878-1921),97075,1878 7TF Reverse of 1878,DMPL,MS
Morgan Dollar (1878-1921),7076,1878 7TF Reverse of 1879,MS,MS
Morgan Dollar (1878-1921),7077,1878 7TF Reverse of 1879,PL,MS
Morgan Dollar (1878-1921),97077,1878 7TF Reverse of 1879,DMPL,MS
Morgan Dollar (1878-1921),7080,1878-CC,MS,MS
Morgan Dollar (1878-1921),7081,1878-CC,PL,MS
Morgan Dollar (1878-1921),97081,1878-CC,DMPL,MS
Morgan Dollar (1878-1921),7082,1878-S,MS,MS
Morgan Dollar (1878-1921),7083,1878-S,PL,MS
Morgan Dollar (1878-1921),97083,1878-S,DMPL,MS
Morgan Dollar (1878-1921),7084,1879,MS,MS
Morgan Dollar (1878-1921),7085,1879,PL,MS
Morgan Dollar (1878-1921),97085,1879,DMPL,MS
Morgan Dollar (1878-1921),7086,1879-CC,MS,MS
Morgan Dollar (1878-1921),7087,1879-CC,PL,MS
Morgan Dollar (1878-1921),97087,1879-CC,DMPL,MS
Morgan Dollar (1878-1921),7088,1879-CC Capped Die,MS,MS
Morgan Dollar (1878-1921),7089,1879-CC Capped Die,PL,MS
Morgan Dollar (1878-1921),97089,1879-CC Capped Die,DMPL,MS
Morgan Dollar (1878-1921),7090,1879-O,MS,MS
Morgan Dollar (1878-1921),7091,1879-O,PL,MS
Morgan Dollar (1878-1921),97091,1879-O,DMPL,MS
Morgan Dollar (1878-1921),7092,1879-S,MS,MS
Morgan Dollar (1878-1921),7093,1879-S,PL,MS
Morgan Dollar (1878-1921),97093,1879-S,DMPL,MS
Morgan Dollar (1878-1921),7094,1879-S Reverse of 1878,MS,MS
Morgan Dollar (1878-1921),7095,1879-S Reverse of 1878,PL,MS
Morgan Dollar (1878-1921),507132,1879-S VAM 56 Reverse of 1878 VRS: R7,MS,MS
Morgan Dollar (1878-1921),7096,1880,MS,MS
Morgan Dollar (1878-1921),7097,1880,PL,MS
Morgan Dollar (1878-1921),97097,1880,DMPL,MS
Morgan Dollar (1878-1921),133871,1880 VAM 6 8/7 Spikes VRS: R5,MS,MS
Morgan Dollar (1878-1921),133872,1880 VAM 7 8/7 Crossbar VRS: R7,MS,MS
Morgan Dollar (1878-1921),133873,1880 VAM 8 8/7 Ears VRS: R6,MS,MS
Morgan Dollar (1878-1921),133874,1880 VAM 9 8/7 Stem VRS: R5,MS,MS
Morgan Dollar (1878-1921),133982,1880 VAM 11 Checkmark,MS,MS
Morgan Dollar (1878-1921),7100,1880-CC,MS,MS
Morgan Dollar (1878-1921),7101,1880-CC,PL,MS
Morgan Dollar (1878-1921),97101,1880-CC,DMPL,MS
Morgan Dollar (1878-1921),7108,1880/79-CC Reverse of 1878,MS,MS
Morgan Dollar (1878-1921),7109,1880/79-CC Reverse of 1878,PL,MS
Morgan Dollar (1878-1921),97109,1880/79-CC Reverse of 1878,DMPL,MS
Morgan Dollar (1878-1921),7102,1880-CC 8/High 7,MS,MS
Morgan Dollar (1878-1921),7103,1880-CC 8/High 7,PL,MS
Morgan Dollar (1878-1921),97103,1880-CC 8/7 High 7,DMPL,MS
Morgan Dollar (1878-1921),7104,1880-CC 8/Low 7,MS,MS
Morgan Dollar (1878-1921),7105,1880-CC 8/Low 7,PL,MS
Morgan Dollar (1878-1921),97105,1880-CC 8/Low 7,DMPL,MS
Morgan Dollar (1878-1921),7110,1880-CC 8/7 Reverse of 1878,MS,MS
Morgan Dollar (1878-1921),7111,1880-CC 8/7 Reverse of 1878,PL,MS
Morgan Dollar (1878-1921),7114,1880-O,MS,MS
Morgan Dollar (1878-1921),7115,1880-O,PL,MS
Morgan Dollar (1878-1921),97115,1880-O,DMPL,MS
Morgan Dollar (1878-1921),7116,1880/79-O,MS,MS
Morgan Dollar (1878-1921),7117,1880/79-O,PL,MS
Morgan Dollar (1878-1921),97117,1880/79-O,DMPL,MS
Morgan Dollar (1878-1921),7118,1880-S,MS,MS
Morgan Dollar (1878-1921),7119,1880-S,PL,MS
Morgan Dollar (1878-1921),97119,1880-S,DMPL,MS
Morgan Dollar (1878-1921),7120,1880/79-S,MS,MS
Morgan Dollar (1878-1921),7121,1880/79-S,PL,MS
Morgan Dollar (1878-1921),97121,1880/79-S,DMPL,MS
Morgan Dollar (1878-1921),7122,1880/9-S,MS,MS
Morgan Dollar (1878-1921),7123,1880/9-S,PL,MS
Morgan Dollar (1878-1921),97123,1880/9-S,DMPL,MS
Morgan Dollar (1878-1921),7124,1881,MS,MS
Morgan Dollar (1878-1921),7125,1881,PL,MS
