series,pcgs_id,name,designation,mint_type
Liberty Head $2.5 (1840-1907),7717,1840 about 100 known,MS,MS
Liberty Head $2.5 (1840-1907),7718,1840-C,MS,MS
Liberty Head $2.5 (1840-1907),7719,1840-D under 100 known,MS,MS
Liberty Head $2.5 (1840-1907),7720,1840-O,MS,MS
Liberty Head $2.5 (1840-1907),87720,1841 12 to 13 known,MS,MS
Liberty Head $2.5 (1840-1907),7721,1841-C,MS,MS
Liberty Head $2.5 (1840-1907),7722,1841-D,MS,MS
Liberty Head $2.5 (1840-1907),7723,1842 50 to 60 known,MS,MS
Liberty Head $2.5 (1840-1907),7724,1842-C,MS,MS
Liberty Head $2.5 (1840-1907),7725,1842-D under 100 known,MS,MS
Liberty Head $2.5 (1840-1907),7726,1842-O,MS,MS
Liberty Head $2.5 (1840-1907),7727,1843,MS,MS
Liberty Head $2.5 (1840-1907),7728,1843-C Large Date,MS,MS
Liberty Head $2.5 (1840-1907),7729,1843-C Small Date 70 to 80 known,MS,MS
Liberty Head $2.5 (1840-1907),7730,1843-D Small D,MS,MS
Liberty Head $2.5 (1840-1907),97730,1843-D Large D,MS,MS
Liberty Head $2.5 (1840-1907),7731,1843-O Small Date,MS,MS
Liberty Head $2.5 (1840-1907),7732,1843-O Large Date,MS,MS
Liberty Head $2.5 (1840-1907),7734,1844 under 100 known,MS,MS
Liberty Head $2.5 (1840-1907),7735,1844-C,MS,MS
Liberty Head $2.5 (1840-1907),7736,1844-D,MS,MS
Liberty Head $2.5 (1840-1907),7737,1845,MS,MS
Liberty Head $2.5 (1840-1907),7738,1845-D,MS,MS
Liberty Head $2.5 (1840-1907),7739,1845-O 80 to 100 known,MS,MS
Liberty Head $2.5 (1840-1907),7740,1846,MS,MS
Liberty Head $2.5 (1840-1907),7741,1846-C,MS,MS
Liberty Head $2.5 (1840-1907),7742,1846-D,MS,MS
Liberty Head $2.5 (1840-1907),97742,1846-D/D,MS,MS
Liberty Head $2.5 (1840-1907),7743,1846-O,MS,MS
Liberty Head $2.5 (1840-1907),7744,1847,MS,MS
Liberty Head $2.5 (1840-1907),7745,1847-C,MS,MS
Liberty Head $2.5 (1840-1907),7746,1847-D,MS,MS
