series,pcgs_id,name,designation
Draped Bust Cent (1796-1807),1404,"1796 Draped, Reverse of 1794",BN
Draped Bust Cent (1796-1807),1405,"1796 Draped, Reverse of 1794",RB
Draped Bust Cent (1796-1807),1401,"1796 Draped, Reverse of 1795",BN
Draped Bust Cent (1796-1807),1402,"1796 Draped, Reverse of 1795",RB
Draped Bust Cent (1796-1807),1407,"1796 Draped, Reverse of 1797",BN
Draped Bust Cent (1796-1807),1408,"1796 Draped, Reverse of 1797",RB
Draped Bust Cent (1796-1807),1413,1796 LIHERTY,BN
Draped Bust Cent (1796-1807),1414,1796 LIHERTY,RB
Draped Bust Cent (1796-1807),1419,1797 Reverse of 1795,BN
Draped Bust Cent (1796-1807),1416,1797 Gripped Edge,BN
Draped Bust Cent (1796-1807),1422,"1797 Reverse of 1797, Stems",BN
Draped Bust Cent (1796-1807),1423,"1797 Reverse of 1797, Stems",RB
Draped Bust Cent (1796-1807),1425,"1797 Reverse of 1797, No Stems",BN
Draped Bust Cent (1796-1807),1440,1798/7,BN
Draped Bust Cent (1796-1807),1428,1798 Reverse of 1795,BN
Draped Bust Cent (1796-1807),1429,1798 Reverse of 1795,RB
Draped Bust Cent (1796-1807),1431,1798 First Hair Style,BN
Draped Bust Cent (1796-1807),1432,1798 First Hair Style,RB
Draped Bust Cent (1796-1807),1434,1798 Second Hair Style,BN
Draped Bust Cent (1796-1807),1435,1798 Second Hair Style,RB
Draped Bust Cent (1796-1807),1443,1799,BN
Draped Bust Cent (1796-1807),1446,1799/8,BN
Draped Bust Cent (1796-1807),1449,1800,BN
Draped Bust Cent (1796-1807),1450,1800,RB
Draped Bust Cent (1796-1807),1452,1800/1798,BN
Draped Bust Cent (1796-1807),1453,1800/1798,RB
Draped Bust Cent (1796-1807),1455,1800/79,BN
Draped Bust Cent (1796-1807),1458,1801,BN
Draped Bust Cent (1796-1807),1459,1801,RB
Draped Bust Cent (1796-1807),1460,1801,RD
Draped Bust Cent (1796-1807),1461,1801 3 Errors Reverse,BN
Draped Bust Cent (1796-1807),1464,1801 1/000,BN
Draped Bust Cent (1796-1807),1467,1801 100/000,BN
Draped Bust Cent (1796-1807),1468,1801 100/000,RB
Draped Bust Cent (1796-1807),1470,1802,BN
Draped Bust Cent (1796-1807),1471,1802,RB
Draped Bust Cent (1796-1807),1473,1802 1/000,BN
Draped Bust Cent (1796-1807),1474,1802 1/000,RB
Draped Bust Cent (1796-1807),1476,1802 No Stems,BN
Draped Bust Cent (1796-1807),1477,1802 No Stems,RB
Draped Bust Cent (1796-1807),1482,"1803 Small Date, Sm Fraction",BN
Draped Bust Cent (1796-1807),1483,"1803 Small Date, Sm Frac",RB
Draped Bust Cent (1796-1807),1484,"1803 Small Date, Sm Frac",RD
Draped Bust Cent (1796-1807),1485,"1803 Small Date, Lg Fraction",BN
Draped Bust Cent (1796-1807),1486,"1803 Small Date, Lg Frac",RB
Draped Bust Cent (1796-1807),1497,"1803 Large Date, Sm Fraction Est. 75 known",BN
Draped Bust Cent (1796-1807),1501,"1803 Large Date, Lg Fraction",BN
Draped Bust Cent (1796-1807),911501,1803 100/000,BN
Draped Bust Cent (1796-1807),921501,1803 No Stems,BN
Draped Bust Cent (1796-1807),921502,1803 No Stems,RB
Draped Bust Cent (1796-1807),1504,1804,BN
Draped Bust Cent (1796-1807),1510,1805,BN
Draped Bust Cent (1796-1807),1511,1805,RB
Draped Bust Cent (1796-1807),1513,1806,BN
Draped Bust Cent (1796-1807),1514,1806,RB
Draped Bust Cent (1796-1807),1525,"1807/6 Small 7 Est. 100 known",BN
Draped Bust Cent (1796-1807),1528,1807/6 Large 7,BN
Draped Bust Cent (1796-1807),1529,1807/6 Large 7,RB
Draped Bust Cent (1796-1807),1530,1807/6 Large 7,RD
Draped Bust Cent (1796-1807),1534,1807 Small Fraction,BN
Draped Bust Cent (1796-1807),1516,1807 Large Fraction,BN
Draped Bust Cent (1796-1807),1517,1807 Large Fraction,RB
Draped Bust Cent (1796-1807),1531,1807 Comet,BN
Draped Bust Cent (1796-1807),1532,1807 Comet,RB
Draped Bust Cent (1796-1807),45344,1804 Private Restrike,BN
Draped Bust Cent (1796-1807),36425,"1804 Private Restrike SRS: R2",RB
Draped Bust Cent (1796-1807),36426,"1804 Private Restrike SRS: R2",RD
