series,pcgs_id,name,designation
Indian Cent (1859-1909),2052,1859,MS
Indian Cent (1859-1909),2058,1860,MS
Indian Cent (1859-1909),2056,1860 Pointed Bust,MS
Indian Cent (1859-1909),2061,1861,MS
Indian Cent (1859-1909),2064,1862,MS
Indian Cent (1859-1909),2067,1863,MS
Indian Cent (1859-1909),2070,1864 Copper-Nickel,MS
Indian Cent (1859-1909),2076,1864 Bronze,BN
Indian Cent (1859-1909),2077,1864 Bronze,RB
Indian Cent (1859-1909),2078,1864 Bronze,RD
Indian Cent (1859-1909),2079,1864 Bronze L on Ribbon,BN
Indian Cent (1859-1909),2080,1864 Bronze L on Ribbon,RB
Indian Cent (1859-1909),2081,1864 Bronze L on Ribbon,RD
Indian Cent (1859-1909),2082,1865 Fancy 5,BN
Indian Cent (1859-1909),2083,1865 Fancy 5,RB
Indian Cent (1859-1909),2084,1865 Fancy 5,RD
Indian Cent (1859-1909),92082,1865 Plain 5,BN
Indian Cent (1859-1909),92083,1865 Plain 5,RB
Indian Cent (1859-1909),92084,1865 Plain 5,RD
Indian Cent (1859-1909),2085,1866,BN
Indian Cent (1859-1909),2086,1866,RB
Indian Cent (1859-1909),2087,1866,RD
Indian Cent (1859-1909),2088,1867,BN
Indian Cent (1859-1909),2089,1867,RB
Indian Cent (1859-1909),2090,1867,RD
Indian Cent (1859-1909),92088,1867/67,BN
Indian Cent (1859-1909),92089,1867/67,RB
Indian Cent (1859-1909),92090,1867/67,RD
Indian Cent (1859-1909),2091,1868,BN
Indian Cent (1859-1909),2092,1868,RB
Indian Cent (1859-1909),2093,1868,RD
Indian Cent (1859-1909),2094,1869,BN
Indian Cent (1859-1909),2095,1869,RB
Indian Cent (1859-1909),2096,1869,RD
Indian Cent (1859-1909),2097,1870,BN
Indian Cent (1859-1909),2098,1870,RB
Indian Cent (1859-1909),2099,1870,RD
Indian Cent (1859-1909),2100,1871,BN
Indian Cent (1859-1909),2101,1871,RB
Indian Cent (1859-1909),2102,1871,RD
Indian Cent (1859-1909),2103,1872,BN
Indian Cent (1859-1909),2104,1872,RB
Indian Cent (1859-1909),2105,1872,RD
Indian Cent (1859-1909),2106,1873 Open 3,BN
Indian Cent (1859-1909),2107,1873 Open 3,RB
Indian Cent (1859-1909),2108,1873 Open 3,RD
Indian Cent (1859-1909),2109,1873 Closed 3,BN
Indian Cent (1859-1909),2110,1873 Closed 3,RB
Indian Cent (1859-1909),2111,1873 Closed 3,RD
Indian Cent (1859-1909),2115,1873 Doubled Liberty,BN
Indian Cent (1859-1909),2116,1873 Doubled Liberty,RB
Indian Cent (1859-1909),2118,1874,BN
Indian Cent (1859-1909),2119,1874,RB
Indian Cent (1859-1909),2120,1874,RD
Indian Cent (1859-1909),2121,1875,BN
Indian Cent (1859-1909),2122,1875,RB
Indian Cent (1859-1909),2123,1875,RD
Indian Cent (1859-1909),2124,1876,BN
Indian Cent (1859-1909),2125,1876,RB
Indian Cent (1859-1909),2126,1876,RD
Indian Cent (1859-1909),2127,1877,BN
Indian Cent (1859-1909),2128,1877,RB
Indian Cent (1859-1909),2129,1877,RD
Indian Cent (1859-1909),2130,1878,BN
Indian Cent (1859-1909),2131,1878,RB
Indian Cent (1859-1909),2132,1878,RD
Indian Cent (1859-1909),2133,1879,BN
Indian Cent (1859-1909),2134,1879,RB
Indian Cent (1859-1909),2135,1879,RD
Indian Cent (1859-1909),2136,1880,BN
Indian Cent (1859-1909),2137,1880,RB
Indian Cent (1859-1909),2138,1880,RD
Indian Cent (1859-1909),2139,1881,BN
Indian Cent (1859-1909),2140,1881,RB
Indian Cent (1859-1909),2141,1881,RD
Indian Cent (1859-1909),2142,1882,BN
Indian Cent (1859-1909),2143,1882,RB
Indian Cent (1859-1909),2144,1882,RD
Indian Cent (1859-1909),2145,1883,BN
Indian Cent (1859-1909),2146,1883,RB
Indian Cent (1859-1909),2147,1883,RD
Indian Cent (1859-1909),2148,1884,BN
Indian Cent (1859-1909),2149,1884,RB
Indian Cent (1859-1909),2150,1884,RD
Indian Cent (1859-1909),2151,1885,BN
Indian Cent (1859-1909),2152,1885,RB
Indian Cent (1859-1909),2153,1885,RD
Indian Cent (1859-1909),2154,1886 Variety 1,BN
Indian Cent (1859-1909),2155,1886 Variety 1,RB
Indian Cent (1859-1909),2156,1886 Variety 1,RD
Indian Cent (1859-1909),92154,1886 Variety 2,BN
Indian Cent (1859-1909),92155,1886 Variety 2,RB
Indian Cent (1859-1909),92156,1886 Variety 2,RD
Indian Cent (1859-1909),2157,1887,BN
Indian Cent (1859-1909),2158,1887,RB
Indian Cent (1859-1909),2159,1887,RD
Indian Cent (1859-1909),2166,1888,BN
Indian Cent (1859-1909),2167,1888,RB
Indian Cent (1859-1909),2168,1888,RD
Indian Cent (1859-1909),2169,"1888/7 Est. 500-600",BN
Indian Cent (1859-1909),2170,1888/7,RB
Indian Cent (1859-1909),2172,1889,BN
Indian Cent (1859-1909),2173,1889,RB
Indian Cent (1859-1909),2174,1889,RD
Indian Cent (1859-1909),2175,1890,BN
Indian Cent (1859-1909),2176,1890,RB
Indian Cent (1859-1909),2177,1890,RD
Indian Cent (1859-1909),2178,1891,BN
Indian Cent (1859-1909),2179,1891,RB
Indian Cent (1859-1909),2180,1891,RD
Indian Cent (1859-1909),2181,1892,BN
Indian Cent (1859-1909),2182,1892,RB
Indian Cent (1859-1909),2183,1892,RD
Indian Cent (1859-1909),2184,1893,BN
Indian Cent (1859-1909),2185,1893,RB
Indian Cent (1859-1909),2186,1893,RD
Indian Cent (1859-1909),2187,1894,BN
Indian Cent (1859-1909),2188,1894,RB
Indian Cent (1859-1909),2189,1894,RD
Indian Cent (1859-1909),2190,1895,BN
Indian Cent (1859-1909),2191,1895,RB
Indian Cent (1859-1909),2192,1895,RD
Indian Cent (1859-1909),2193,1896,BN
Indian Cent (1859-1909),2194,1896,RB
Indian Cent (1859-1909),2195,1896,RD
Indian Cent (1859-1909),2196,1897,BN
Indian Cent (1859-1909),2197,1897,RB
Indian Cent (1859-1909),2198,1897,RD
Indian Cent (1859-1909),2199,1898,BN
Indian Cent (1859-1909),2200,1898,RB
Indian Cent (1859-1909),2201,1898,RD
Indian Cent (1859-1909),2202,1899,BN
Indian Cent (1859-1909),2203,1899,RB
Indian Cent (1859-1909),2204,1899,RD
Indian Cent (1859-1909),2205,1900,BN
Indian Cent (1859-1909),2206,1900,RB
Indian Cent (1859-1909),2207,1900,RD
Indian Cent (1859-1909),2208,1901,BN
Indian Cent (1859-1909),2209,1901,RB
Indian Cent (1859-1909),2210,1901,RD
Indian Cent (1859-1909),2211,1902,BN
Indian Cent (1859-1909),2212,1902,RB
Indian Cent (1859-1909),2213,1902,RD
Indian Cent (1859-1909),2214,1903,BN
Indian Cent (1859-1909),2215,1903,RB
Indian Cent (1859-1909),2216,1903,RD
Indian Cent (1859-1909),2217,1904,BN
Indian Cent (1859-1909),2218,1904,RB
Indian Cent (1859-1909),2219,1904,RD
Indian Cent (1859-1909),2220,1905,BN
Indian Cent (1859-1909),2221,1905,RB
Indian Cent (1859-1909),2222,1905,RD
Indian Cent (1859-1909),2223,1906,BN
Indian Cent (1859-1909),2224,1906,RB
Indian Cent (1859-1909),2225,1906,RD
Indian Cent (1859-1909),2226,1907,BN
Indian Cent (1859-1909),2227,1907,RB
Indian Cent (1859-1909),2228,1907,RD
Indian Cent (1859-1909),2229,1908,BN
Indian Cent (1859-1909),2230,1908,RB
Indian Cent (1859-1909),2231,1908,RD
Indian Cent (1859-1909),2232,1908-S,BN
Indian Cent (1859-1909),2233,1908-S,RB
Indian Cent (1859-1909),2234,1908-S,RD
Indian Cent (1859-1909),2235,1909,BN
Indian Cent (1859-1909),2236,1909,RB
Indian Cent (1859-1909),2237,1909,RD
Indian Cent (1859-1909),2238,1909-S,BN
Indian Cent (1859-1909),2239,1909-S,RB
Indian Cent (1859-1909),2240,1909-S,RD
