series,pcgs_id,name,designation,mint_type
Classic Head $2.5 (1834-1839),7692,1834,MS,MS
Classic Head $2.5 (1834-1839),87692,1834 Classic,PL,MS
Classic Head $2.5 (1834-1839),7693,1835,MS,MS
Classic Head $2.5 (1834-1839),7694,1836 Script 8,MS,MS
Classic Head $2.5 (1834-1839),97694,1836 Block 8,MS,MS
Classic Head $2.5 (1834-1839),7695,1837,MS,MS
Classic Head $2.5 (1834-1839),7696,1838,MS,MS
Classic Head $2.5 (1834-1839),7697,1838-C,MS,MS
Classic Head $2.5 (1834-1839),7698,1839,MS,MS
Classic Head $2.5 (1834-1839),7699,1839-C,MS,MS
Classic Head $2.5 (1834-1839),7700,1839-D,MS,MS
Classic Head $2.5 (1834-1839),7701,1839-O,MS,MS
Classic Head $2.5 (1834-1839),7710,1834 Classic 7 or 8 known,PR,PR
Classic Head $2.5 (1834-1839),87710,1834 Classic,CAM,PR
Classic Head $2.5 (1834-1839),7711,1835 4 known,PR,PR
Classic Head $2.5 (1834-1839),87711,1835,CAM,PR
Classic Head $2.5 (1834-1839),97711,1835,DCAM,PR
Classic Head $2.5 (1834-1839),7712,1836 4 to 6 known,PR,PR
Classic Head $2.5 (1834-1839),388943,1836,CAM,PR
Classic Head $2.5 (1834-1839),7713,1837 2 known,PR,PR
Classic Head $2.5 (1834-1839),800146,1837,DCAM,PR
Classic Head $2.5 (1834-1839),87713,1837,CAM,PR
Classic Head $2.5 (1834-1839),7714,1838 1 known,PR,PR
Classic Head $2.5 (1834-1839),87714,1838,CAM,PR
Classic Head $2.5 (1834-1839),7715,1839 3 or 4 known,PR,PR
Classic Head $2.5 (1834-1839),87715,1839,CAM,PR
