series,pcgs_id,name,designation,mint_type
Liberty Seated Half Dime (1837-1873),4311,1837 Large Date,MS,MS
Liberty Seated Half Dime (1837-1873),4312,1837 Small Date,MS,MS
Liberty Seated Half Dime (1837-1873),4314,1838-O,MS,MS
Liberty Seated Half Dime (1837-1873),4317,1838,MS,MS
Liberty Seated Half Dime (1837-1873),4318,1838 Small Stars,MS,MS
Liberty Seated Half Dime (1837-1873),4319,1839,MS,MS
Liberty Seated Half Dime (1837-1873),4320,1839-O,MS,MS
Liberty Seated Half Dime (1837-1873),4321,1840 No Drapery,MS,MS
Liberty Seated Half Dime (1837-1873),4322,1840-O No Drapery,MS,MS
Liberty Seated Half Dime (1837-1873),4326,1840 Drapery,MS,MS
Liberty Seated Half Dime (1837-1873),4327,1840-O Drapery,MS,MS
Liberty Seated Half Dime (1837-1873),4328,1841,MS,MS
Liberty Seated Half Dime (1837-1873),4329,1841-O,MS,MS
Liberty Seated Half Dime (1837-1873),4330,1842,MS,MS
Liberty Seated Half Dime (1837-1873),4331,1842-O,MS,MS
Liberty Seated Half Dime (1837-1873),4332,1843,MS,MS
Liberty Seated Half Dime (1837-1873),4333,1844,MS,MS
Liberty Seated Half Dime (1837-1873),4334,1844-O,MS,MS
Liberty Seated Half Dime (1837-1873),4335,1845,MS,MS
Liberty Seated Half Dime (1837-1873),4336,1846,MS,MS
Liberty Seated Half Dime (1837-1873),4337,1847,MS,MS
Liberty Seated Half Dime (1837-1873),4338,1848 Medium Date,MS,MS
Liberty Seated Half Dime (1837-1873),4339,1848 Large Date,MS,MS
Liberty Seated Half Dime (1837-1873),4340,1848-O,MS,MS
Liberty Seated Half Dime (1837-1873),4341,1849,MS,MS
Liberty Seated Half Dime (1837-1873),4343,1849/6,MS,MS
Liberty Seated Half Dime (1837-1873),4342,1849/6 9 Over Widely Placed 6,MS,MS
Liberty Seated Half Dime (1837-1873),145432,1849/6 Overdate FS-302 (001.55),MS,MS
Liberty Seated Half Dime (1837-1873),4344,1849-O,MS,MS
Liberty Seated Half Dime (1837-1873),4345,1850,MS,MS
Liberty Seated Half Dime (1837-1873),4346,1850-O,MS,MS
Liberty Seated Half Dime (1837-1873),4347,1851,MS,MS
Liberty Seated Half Dime (1837-1873),4348,1851-O,MS,MS
Liberty Seated Half Dime (1837-1873),4349,1852,MS,MS
Liberty Seated Half Dime (1837-1873),4350,1852-O,MS,MS
