series,pcgs_id,name,designation,mint_type
Walking Liberty Half Dollar (1916-1947),6566,1916,MS,MS
Walking Liberty Half Dollar (1916-1947),6567,1916-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6568,1916-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6569,1917,MS,MS
Walking Liberty Half Dollar (1916-1947),6570,1917-D Obverse,MS,MS
Walking Liberty Half Dollar (1916-1947),6571,1917-D Reverse,MS,MS
Walking Liberty Half Dollar (1916-1947),6572,1917-S Obverse,MS,MS
Walking Liberty Half Dollar (1916-1947),6573,1917-S Reverse,MS,MS
Walking Liberty Half Dollar (1916-1947),6574,1918,MS,MS
Walking Liberty Half Dollar (1916-1947),6575,1918-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6576,1918-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6577,1919,MS,MS
Walking Liberty Half Dollar (1916-1947),6578,1919-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6579,1919-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6580,1920,MS,MS
Walking Liberty Half Dollar (1916-1947),6581,1920-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6582,1920-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6583,1921,MS,MS
Walking Liberty Half Dollar (1916-1947),6584,1921-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6585,1921-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6586,1923-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6587,1927-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6588,1928-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6589,1929-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6590,1929-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6591,1933-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6592,1934,MS,MS
Walking Liberty Half Dollar (1916-1947),6593,1934-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6594,1934-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6595,1935,MS,MS
Walking Liberty Half Dollar (1916-1947),6596,1935-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6597,1935-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6598,1936,MS,MS
Walking Liberty Half Dollar (1916-1947),6599,1936-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6600,1936-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6601,1937,MS,MS
Walking Liberty Half Dollar (1916-1947),6602,1937-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6603,1937-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6604,1938,MS,MS
Walking Liberty Half Dollar (1916-1947),6605,1938-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6606,1939,MS,MS
Walking Liberty Half Dollar (1916-1947),6607,1939-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6608,1939-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6609,1940,MS,MS
Walking Liberty Half Dollar (1916-1947),6610,1940-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6611,1941,MS,MS
Walking Liberty Half Dollar (1916-1947),6612,1941-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6613,1941-S,MS,MS
Walking Liberty Half Dollar (1916-1947),794366,1941-S,PL,MS
Walking Liberty Half Dollar (1916-1947),6614,1942,MS,MS
Walking Liberty Half Dollar (1916-1947),6615,1942-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6617,1942-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6618,1943,MS,MS
Walking Liberty Half Dollar (1916-1947),6619,1943-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6620,1943-S,MS,MS
Walking Liberty Half Dollar (1916-1947),86620,1943-S,PL,MS
Walking Liberty Half Dollar (1916-1947),6621,1944,MS,MS
Walking Liberty Half Dollar (1916-1947),6622,1944-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6623,1944-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6624,1945,MS,MS
Walking Liberty Half Dollar (1916-1947),6625,1945-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6626,1945-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6627,1946,MS,MS
Walking Liberty Half Dollar (1916-1947),6632,1946 Doubled Die Reverse,MS,MS
Walking Liberty Half Dollar (1916-1947),6628,1946-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6629,1946-S,MS,MS
Walking Liberty Half Dollar (1916-1947),6630,1947,MS,MS
Walking Liberty Half Dollar (1916-1947),6631,1947-D,MS,MS
Walking Liberty Half Dollar (1916-1947),6636,1936,PR,PR
Walking Liberty Half Dollar (1916-1947),6637,1937,PR,PR
Walking Liberty Half Dollar (1916-1947),6638,1938,PR,PR
Walking Liberty Half Dollar (1916-1947),86638,1938,CAM,PR
Walking Liberty Half Dollar (1916-1947),6639,1939,PR,PR
Walking Liberty Half Dollar (1916-1947),86639,1939,CAM,PR
Walking Liberty Half Dollar (1916-1947),6640,1940,PR,PR
Walking Liberty Half Dollar (1916-1947),6641,1941,PR,PR
Walking Liberty Half Dollar (1916-1947),6642,1942,PR,PR
Walking Liberty Half Dollar (1916-1947),86642,1942,CAM,PR
