series,pcgs_id,name,designation
Classic Head Half Cent (1809-1836),1123,1809,BN
Classic Head Half Cent (1809-1836),1124,1809,RB
Classic Head Half Cent (1809-1836),1129,1809 Circle in 0,BN
Classic Head Half Cent (1809-1836),1126,1809/6 9 over Inverted 9,BN
Classic Head Half Cent (1809-1836),1127,1809/6 9 over inverted 9,RB
Classic Head Half Cent (1809-1836),1132,1810,BN
Classic Head Half Cent (1809-1836),1133,1810,RB
Classic Head Half Cent (1809-1836),1135,1811,BN
Classic Head Half Cent (1809-1836),1138,1811 Mickley Restrike,BN
Classic Head Half Cent (1809-1836),35245,"1811 Mickley Restrike 12 to 15 known",RB
Classic Head Half Cent (1809-1836),1141,1825,BN
Classic Head Half Cent (1809-1836),1142,1825,RB
Classic Head Half Cent (1809-1836),1144,1826,BN
Classic Head Half Cent (1809-1836),1145,1826,RB
Classic Head Half Cent (1809-1836),1147,1828 13 Stars,BN
Classic Head Half Cent (1809-1836),1148,1828 13 Stars,RB
Classic Head Half Cent (1809-1836),1149,1828 13 Stars,RD
Classic Head Half Cent (1809-1836),1150,1828 12 Stars,BN
Classic Head Half Cent (1809-1836),1151,1828 12 Stars,RB
Classic Head Half Cent (1809-1836),1153,1829,BN
Classic Head Half Cent (1809-1836),1154,1829,RB
Classic Head Half Cent (1809-1836),1155,1829,RD
Classic Head Half Cent (1809-1836),1156,"1831 Est. 20 known",BN
Classic Head Half Cent (1809-1836),1159,1832,BN
Classic Head Half Cent (1809-1836),1160,1832,RB
Classic Head Half Cent (1809-1836),1162,1833,BN
Classic Head Half Cent (1809-1836),1163,1833,RB
Classic Head Half Cent (1809-1836),1164,1833,RD
Classic Head Half Cent (1809-1836),1165,1834,BN
Classic Head Half Cent (1809-1836),1166,1834,RB
Classic Head Half Cent (1809-1836),1167,1834,RD
Classic Head Half Cent (1809-1836),1168,"1835 SRS: R1",BN
Classic Head Half Cent (1809-1836),1169,1835,RB
Classic Head Half Cent (1809-1836),1170,1835,RD
Classic Head Half Cent (1809-1836),1174,Type,BN
Classic Head Half Cent (1809-1836),1175,Type,RB
Classic Head Half Cent (1809-1836),1176,Type,RD
Classic Head Half Cent (1809-1836),1186,"1831 Original Est. 12 known",BN
Classic Head Half Cent (1809-1836),1187,1831 Original,RB
Classic Head Half Cent (1809-1836),1189,"1831 Restrike, Rev of 1836 20-30 known",BN
Classic Head Half Cent (1809-1836),1190,"1831 Restrike, Rev of 1836",RB
Classic Head Half Cent (1809-1836),1191,"1831 Restrike, Rev of 1836",RD
Classic Head Half Cent (1809-1836),1192,"1831 Restrike, Rev of 1840 Est. 6 known",BN
Classic Head Half Cent (1809-1836),1193,"1831 Restrike, Rev of 1840",RB
Classic Head Half Cent (1809-1836),1195,"1832 20-30 known",BN
Classic Head Half Cent (1809-1836),1196,1832,RB
Classic Head Half Cent (1809-1836),1198,"1833 30-40 known",BN
Classic Head Half Cent (1809-1836),1199,1833,RB
Classic Head Half Cent (1809-1836),1200,1833,RD
Classic Head Half Cent (1809-1836),1201,"1834 15-20 known",BN
Classic Head Half Cent (1809-1836),1202,1834,RB
Classic Head Half Cent (1809-1836),1203,1834,RD
Classic Head Half Cent (1809-1836),1204,"1835 12-18 known",BN
Classic Head Half Cent (1809-1836),1205,1835,RB
Classic Head Half Cent (1809-1836),1206,1835,RD
Classic Head Half Cent (1809-1836),1207,"1836 Original 30-40 known",BN
Classic Head Half Cent (1809-1836),1208,1836 Original,RB
Classic Head Half Cent (1809-1836),1209,1836 Original,RD
Classic Head Half Cent (1809-1836),35315,"1836 1st Restrike, Rev of 1836",BN
Classic Head Half Cent (1809-1836),35316,"1836 1st Restrike, Rev of 1836",RB
Classic Head Half Cent (1809-1836),1210,"1836 Restrike, Rev of 1840 5 known",BN
Classic Head Half Cent (1809-1836),1211,"1836 Restrike, Rev of 1840",RB
